Month,Day_of_Week,Hour,Crop_Growth_Stage,Water_Table_Depth_cm,Inundation_Duration_Days,Water_Flow_Velocity_ms,Water_pH,Soil_Moisture_VWC_Percent,Soil_Temperature_C,Vegetation_Coverage_Percent,Vegetation_Height_cm,Snail_Habitat_Risk,AWD_Gate_Action
Jan,Monday,13,Transplanting,4.818334650567947,0.5833333333333334,0.1594235775730578,7.0056775134605775,77.10709089332605,29.386461135348032,10.149468276961718,7.251466971767906,Low,0
Jan,Monday,14,Transplanting,4.950391447946299,0.625,0.189830656805524,6.627103538703259,76.53560495864048,29.217720512541696,10.0,5.014808863795341,Low,0
Jan,Monday,15,Transplanting,4.4567512491026635,0.6666666666666666,0.27303495753697316,6.494654416737534,72.48623343602964,29.694134880547033,14.941326912541857,5.0,Low,0
Jan,Monday,16,Transplanting,4.577053126724422,0.7083333333333334,0.2473431893283402,6.746670177663416,74.78810719377766,27.726109459191456,14.726914830285168,6.646899751861127,Low,0
Jan,Monday,17,Transplanting,4.078182597566234,0.75,0.20957101027736752,6.799820480804106,72.34579541286924,26.11307562533054,10.0,5.0,Low,0
Jan,Monday,18,Transplanting,4.474284113939678,0.7916666666666666,0.20005108655447418,6.825312032887616,74.29636101646582,26.35449870568767,11.015080429247941,7.149765172032316,Low,0
Jan,Monday,19,Transplanting,4.398831757000589,0.8333333333333334,0.19202190680946646,6.287093344180051,73.5574516986303,24.702766193945425,11.087474550400438,5.0,Low,0
Jan,Monday,20,Transplanting,4.278116447084146,0.875,0.23395836260520209,7.349688751495256,69.69025845985712,22.080490772884918,10.0,7.4970146215335,Low,0
Jan,Monday,21,Transplanting,3.9588580616768962,0.9166666666666666,0.20694432070619032,6.977196528754033,75.24482764999372,22.609927432921367,12.214749976221531,7.412222945383299,Low,0
Jan,Monday,22,Transplanting,4.551005979889888,0.9583333333333334,0.2879078009133519,6.739002073596514,74.26020003863701,22.5254973153564,15.282552513484008,5.0,Low,0
Jan,Monday,23,Transplanting,4.452389187008764,1.0,0.22484299947485686,6.640319993939418,73.21613324981656,22.85693550877527,13.575426951859798,5.0,Low,0
Jan,Tuesday,0,Transplanting,4.101496069743027,1.0416666666666667,0.2245926189721344,6.94733302608705,72.22293610172373,22.85879992315184,15.841205166826011,6.778770237226185,Low,0
Jan,Tuesday,1,Transplanting,3.8466975443582125,1.0833333333333333,0.16756981722701733,6.897315493756544,73.44899325919326,20.29036912997822,10.0,5.0,Low,0
Jan,Tuesday,2,Transplanting,4.0373879105359585,1.125,0.20831022488219908,6.7963475353480005,71.40221830869736,22.182600833214085,11.909523318300007,7.592420048066759,Low,0
Jan,Tuesday,3,Transplanting,4.13644055319179,1.1666666666666667,0.22960571300717428,6.853160383797208,68.91710621071222,22.789323350542507,10.0,6.754403666133364,Low,0
Jan,Tuesday,4,Transplanting,4.2506926846374595,1.2083333333333333,0.21321981722347494,6.761510950332037,74.51592204954646,22.046634727168787,12.5182902117417,5.92584613363363,Low,0
Jan,Tuesday,5,Transplanting,4.361984414518815,1.25,0.21205261168787226,6.848775776157996,75.00696859075879,22.40396211140786,12.788352727321742,5.0,Low,0
Jan,Tuesday,6,Transplanting,5.229236905766778,1.2916666666666667,0.2621727595407058,6.898611913391494,75.10073635064474,22.97555998534246,14.679514016202722,10.362806280913906,Low,0
Jan,Tuesday,7,Transplanting,4.826776235963405,1.3333333333333333,0.29368822075371975,6.810998422460981,72.78845721593216,24.219907658252243,15.740475561540869,6.26162759601285,Low,0
Jan,Tuesday,8,Transplanting,4.4281424685206625,1.375,0.23577748967379053,6.75907985999702,74.30541300622816,27.052405446728358,13.866931491837287,13.279210492787941,Low,0
Jan,Tuesday,9,Transplanting,3.9418419163832548,1.4166666666666667,0.2585925678311412,6.939247212727591,70.03135586269262,28.264507416694762,10.0,7.483157356974606,Low,0
Jan,Tuesday,10,Transplanting,4.156863677137461,1.4583333333333333,0.24567767514159392,6.396998710444171,71.4220116317546,28.534800537367094,10.0,8.274806737545347,Low,0
Jan,Tuesday,11,Transplanting,4.56081131616153,1.5,0.271972651017413,6.52751647975989,72.94455128577935,29.42431400663953,13.360060092115992,7.493863819284243,Low,0
Jan,Tuesday,12,Transplanting,4.3362102648431105,1.5416666666666667,0.20706505930394548,6.698868463277182,75.59478277740659,27.894164013293498,16.30156332658364,8.24976265795877,Low,0
Jan,Tuesday,13,Transplanting,3.8035771688108024,1.5833333333333333,0.207846966895816,6.529416861435423,71.90336330427209,30.11379824248758,11.725624368795273,10.127551665987031,Low,0
Jan,Tuesday,14,Transplanting,3.340748707005121,1.625,0.19642164269836476,6.604837020366798,70.62206407325937,29.091808183286165,10.0,10.15639916019694,Low,0
Jan,Tuesday,15,Transplanting,3.596351299156268,1.6666666666666667,0.22902848575864587,6.89789750226791,76.04062814879754,29.759734576819852,18.054267870124043,5.0,Low,0
Jan,Tuesday,16,Transplanting,3.8500801384193912,1.7083333333333333,0.24398645223790005,6.654405998258006,73.44511732658395,28.75194842864024,13.268213650484334,9.53457683236756,Low,0
Jan,Tuesday,17,Transplanting,3.973346863178739,1.75,0.2237106382683847,6.364447969716116,73.71402149257862,27.919603019691294,12.313424548147381,8.638681879807493,Low,0
Jan,Tuesday,18,Transplanting,3.5337878229426916,1.7916666666666667,0.23902942578172257,6.631847394362344,71.2416892846449,26.963406290499016,10.0,7.485563831467973,Low,0
Jan,Tuesday,19,Transplanting,3.561388646511463,1.8333333333333333,0.18931811446843852,6.760948092425402,70.85458941635396,24.134151927912935,11.848648668686359,11.677210642022628,Low,0
Jan,Tuesday,20,Transplanting,3.5380564942166375,1.875,0.23943962670688534,6.756654120099061,67.61852270608563,24.199333049538556,13.860652486586659,11.777750379230671,Low,0
Jan,Tuesday,21,Transplanting,3.571679110165112,1.9166666666666667,0.2448453082306332,6.8741723220997155,74.00951092824339,22.560961156175924,13.309062161660641,9.65732400805616,Low,0
Jan,Tuesday,22,Transplanting,3.904475873707571,1.9583333333333333,0.24132426895005252,6.877987540180585,73.76736150841093,21.326826885026694,10.0,6.036998364011841,Low,0
Jan,Tuesday,23,Transplanting,3.910974004015983,2.0,0.22247029252224204,6.758631164766643,72.52800562321153,21.925342499911903,11.628804151127502,5.0,Low,0
Jan,Wednesday,0,Transplanting,3.978582080169431,2.0416666666666665,0.24443086863840963,6.566600803919516,72.77414358873412,22.076802639753744,10.851979893889702,10.47975033041701,Low,0
Jan,Wednesday,1,Transplanting,3.7743066367590687,2.0833333333333335,0.1830675096356296,6.690364408891398,74.03062445274388,22.8487017209227,17.69248474868918,11.992583896376917,Low,0
Jan,Wednesday,2,Transplanting,3.7101407703566256,2.125,0.21969619851152294,6.676142218610829,69.2949177026962,21.61720007981656,15.384621935908338,5.0,Low,0
Jan,Wednesday,3,Transplanting,3.819082329745515,2.1666666666666665,0.2259949249325172,6.729132026110187,71.48603492828163,22.13661929375248,11.126995394201074,11.309486825999665,Low,0
Jan,Wednesday,4,Transplanting,2.980759262764864,2.2083333333333335,0.14798593335881963,6.903217819715972,68.38121650485061,22.24616777536313,10.0,7.9565861566199665,Low,0
Jan,Wednesday,5,Transplanting,2.7765646174384955,2.25,0.20602456428884564,6.854990944613342,73.7067736468259,22.016503353875564,13.533445246693784,5.0,Low,0
Jan,Wednesday,6,Transplanting,2.5348112098986815,2.2916666666666665,0.13966162484860348,6.915459043893347,71.33485796746342,23.024132305343773,11.221547830848166,9.767240388074923,Low,0
Jan,Wednesday,7,Transplanting,2.2494063076248603,2.3333333333333335,0.16125801726379144,6.673341654615156,64.49318985602893,24.6682245824228,11.445080008892184,10.867216633684652,Low,0
Jan,Wednesday,8,Transplanting,2.162743989624143,2.375,0.17546023331527402,6.982315083975897,65.66306232181799,26.779323621023632,10.0,7.715378356331409,Low,0
Jan,Wednesday,9,Transplanting,2.8769649867437153,2.4166666666666665,0.16634835120644464,6.827139458217696,70.14002462146995,27.09809826998091,10.0,5.950363420992151,Low,0
Jan,Wednesday,10,Transplanting,2.418699219870969,2.4583333333333335,0.18335687184848537,6.688827134023614,68.35999770354547,29.59167391386256,13.188010457681573,12.873977317235681,Low,0
Jan,Wednesday,11,Transplanting,2.838122055198557,2.5,0.19328254604523162,6.793729086071469,67.66272851632276,28.491553274437717,11.89936465647393,6.922157534215246,Low,0
Jan,Wednesday,12,Transplanting,1.99312690357698,2.5416666666666665,0.1411218152118651,6.554907387516474,72.17302904388572,29.063715856662704,20.18954315806208,11.492430793545918,Low,0
Jan,Wednesday,13,Transplanting,1.860342073705914,2.5833333333333335,0.18638765790149944,6.291864861360219,68.58990080485935,29.40395865112703,14.482760298003438,5.0,Low,0
Jan,Wednesday,14,Transplanting,1.9582663960176718,2.625,0.14221118228472368,6.550567763794036,69.14947199616859,30.181792651560258,10.0,9.633762619134384,Low,0
Jan,Wednesday,15,Transplanting,2.2228942507420655,2.6666666666666665,0.255651459384266,6.788872450756367,67.45091630331652,30.544653436481557,10.0,9.562517894146232,Low,0
Jan,Wednesday,16,Transplanting,2.498939105092857,2.7083333333333335,0.17864171881075028,6.704719814215525,70.94200214657887,28.147938195232534,13.8945141659743,10.777290016272266,Low,0
Jan,Wednesday,17,Transplanting,2.768396854064992,2.75,0.14821462627697368,6.683146339554508,69.38328692779196,26.98156369089832,11.509398715818948,12.32620848308519,Low,0
Jan,Wednesday,18,Transplanting,2.4845283453174294,2.7916666666666665,0.14766124681545373,6.5747899540296135,68.89618168134682,25.673255548692996,16.694424848513965,6.559675720911498,Low,0
Jan,Wednesday,19,Transplanting,2.1909390381191027,2.8333333333333335,0.21493879221741813,6.391249901779614,69.98025761113637,24.613429970360635,13.545591515379819,9.895686929712774,Low,0
Jan,Wednesday,20,Transplanting,2.5374948078960435,2.875,0.1691170624572552,7.039078715386917,66.33199240882989,21.99289975731634,10.0,5.177331537978748,Low,0
Jan,Wednesday,21,Transplanting,2.3711436896490636,2.9166666666666665,0.1315468589671777,6.745854949968908,72.38480057485972,21.9482664336668,10.0,5.148962623818442,Low,0
Jan,Wednesday,22,Transplanting,1.7502580609294633,2.9583333333333335,0.19363639767270846,6.715702906418797,68.06539777567848,21.29868378931385,10.674153831978613,7.147913546098,Low,0
Jan,Wednesday,23,Transplanting,1.292193886221082,3.0,0.13775976108329416,6.662839325257589,69.16315374449144,21.917623111058305,14.026110815104715,9.61706818151549,Low,0
Jan,Thursday,0,Transplanting,0.8516109912271831,3.0416666666666665,0.16415995766985686,6.9885595049375695,63.393026865707604,23.316969402348267,10.441742710453763,13.983836217029324,Moderate,0
Jan,Thursday,1,Transplanting,1.1228676982673726,3.0833333333333335,0.18081650335464877,6.934427034126547,64.3485522277853,22.447740806782782,14.058452781875731,14.439030641251435,Moderate,0
Jan,Thursday,2,Transplanting,1.2083355795194726,3.125,0.15981461334628588,6.611650150565003,64.0762049476471,21.783116391801666,10.0,8.904438343977695,Moderate,0
Jan,Thursday,3,Transplanting,1.5386130177731607,3.1666666666666665,0.2423220842933157,6.971659006035089,67.69326658798526,23.36391517818315,13.618556256935362,10.55550281314874,Moderate,0
Jan,Thursday,4,Transplanting,1.3274565269966931,3.2083333333333335,0.0928204259222545,6.757784886618894,66.81786226862855,21.90682919835185,14.710077953344642,12.149180329892898,Moderate,0
Jan,Thursday,5,Transplanting,1.4143636174676195,3.25,0.1267308378021772,6.64993793920851,65.96564904345992,23.51096446358597,17.984530952073882,11.705123387855732,Moderate,0
Jan,Thursday,6,Transplanting,1.700946166085232,3.2916666666666665,0.1535654039909923,6.70718148664164,65.554132412834,23.49788558232008,14.3367262708155,9.368024807734631,Moderate,0
Jan,Thursday,7,Transplanting,1.5250159032251345,3.3333333333333335,0.23726647108191262,6.608506843316064,64.62684562827864,24.19997677275025,11.149795227247653,9.981929261554718,Moderate,0
Jan,Thursday,8,Transplanting,1.713575556237666,3.375,0.2257694753595191,6.505033667139571,67.51561353402909,24.647230291043115,18.079015260874478,9.516214362427945,Moderate,0
Jan,Thursday,9,Transplanting,1.3645343149403182,3.4166666666666665,0.19921753823229504,6.814285790184348,65.84370879667956,29.19451890714647,13.050465891376605,9.270731801227155,Moderate,0
Jan,Thursday,10,Transplanting,1.188703057672169,3.4583333333333335,0.12192323851569738,6.638681034802998,64.98167335369669,28.939472704755875,15.92070030430434,8.93814059960146,Moderate,0
Jan,Thursday,11,Transplanting,1.0172624882866186,3.5,0.12171854631520043,6.783743096204505,69.03560894415111,29.32364132344288,11.761312686489568,9.492520441637437,Moderate,0
Jan,Thursday,12,Transplanting,0.4907956771892018,3.5416666666666665,0.10327029069981415,6.700108515164199,64.51325826886861,30.939325629274634,13.872334779677242,8.77713146272952,Moderate,0
Jan,Thursday,13,Transplanting,0.7826175433039796,3.5833333333333335,0.1121454975011728,6.747184766599327,67.91836797178338,30.936842229617078,11.196196196266166,6.953122515663315,Moderate,0
Jan,Thursday,14,Transplanting,0.5913978119279746,3.625,0.1870296065528585,6.275874765366268,63.85285038326175,31.22317397736374,14.566779866047629,11.948117374285886,Moderate,0
Jan,Thursday,15,Transplanting,0.6336540171851544,3.6666666666666665,0.12730950111077433,6.520690064431605,65.51032220884169,29.052872712275434,16.011484285490855,11.08231100144601,Moderate,0
Jan,Thursday,16,Transplanting,0.872920984279232,3.7083333333333335,0.1379205888444428,6.781719197122877,65.48405832975749,28.884430589963753,12.115602173426343,14.483151024588242,Moderate,0
Jan,Thursday,17,Transplanting,1.0583984879832278,3.75,0.1735634997419008,6.486817141595417,62.644911752123505,26.41422223067392,11.946976241839979,10.715461717339918,Moderate,0
Jan,Thursday,18,Transplanting,1.3147237764811075,3.7916666666666665,0.09464461532083857,6.7839646536432,69.51201367608247,26.37913742953345,14.670454655391888,8.749266294901814,Moderate,0
Jan,Thursday,19,Transplanting,1.1930913920341253,3.8333333333333335,0.15166988854527302,6.500121007957425,66.09311212681708,24.13681117594876,11.124952090060635,8.225578216599054,Moderate,0
Jan,Thursday,20,Transplanting,0.9472168897218187,3.875,0.10528991173949324,6.776462805963203,67.26615697459829,22.59980740438945,10.0,9.91008183504049,Moderate,0
Jan,Thursday,21,Transplanting,0.8981628757525214,3.9166666666666665,0.1321495496742719,7.068429467594576,64.15153345688293,22.257920220927623,14.65958925520371,11.173854575105654,Moderate,0
Jan,Thursday,22,Transplanting,0.1426973556438328,3.9583333333333335,0.10304270960252337,6.919314886606752,63.51278489038567,22.17420894352931,13.2769084701402,9.179890156191222,Moderate,0
Jan,Thursday,23,Transplanting,-0.3870852421689389,0.0,0.09767067388890602,6.454160403548845,60.83729069894784,21.680415060788228,13.213421825678266,6.116022995323384,Low,0
Jan,Friday,0,Transplanting,-0.9295859116025463,0.0,0.12789536323472278,6.920096690200702,63.74099077768067,23.007344171747388,16.06321124374372,9.142057551938047,Low,0
Jan,Friday,1,Transplanting,-1.237000600966611,0.0,0.1277424690837379,7.087001432370427,61.15401725258149,23.56676322939315,16.482251057291236,11.034645872863049,Low,0
Jan,Friday,2,Transplanting,-0.8608998925835167,0.0,0.11230627937681054,7.287017902136034,62.167947311161335,21.929665312871933,14.016994325238404,12.84029248288192,Low,0
Jan,Friday,3,Transplanting,-1.1146690280334888,0.0,0.13297395200469048,6.8557461466847105,63.541162626929584,22.817832403976876,11.131991784130143,7.275023929054107,Low,0
Jan,Friday,4,Transplanting,-1.087831046418866,0.0,0.08959849107012578,6.526093210204714,63.20188808239276,22.720746899728194,12.584239590486563,11.652291959887505,Low,0
Jan,Friday,5,Transplanting,-0.30502937820610887,0.0,0.14385550541637998,6.855019862308211,64.29861456457792,22.381478249079088,16.25489179139617,11.542382158977553,Low,0
Jan,Friday,6,Transplanting,-0.3751218300126731,0.0,0.1127830342244838,7.082480196501839,59.75625291389465,21.153723413308228,14.909207990334945,9.860642095098365,Low,0
Jan,Friday,7,Transplanting,0.055129819709676675,0.041666666666666664,0.10445002081791552,6.732115783783515,62.24095332826986,23.113889590762042,12.85072190272756,9.522277785205562,Low,0
Jan,Friday,8,Transplanting,-0.33175884404646294,0.0,0.09218344159039565,6.921940340838573,60.69600250226579,25.221284352019207,12.14684054249463,9.14877397988845,Low,0
Jan,Friday,9,Transplanting,-0.3445890524200286,0.0,0.11155108888366615,6.576595740661831,64.12805366144353,25.651714636012322,16.35346843076778,11.341599091746662,Low,0
Jan,Friday,10,Transplanting,-0.7008342875687639,0.0,0.1854723739896073,6.733182438907802,62.159301593335066,29.756076443668732,13.835042783313835,13.806629990202783,Low,0
Jan,Friday,11,Transplanting,-0.7440780160321443,0.0,0.11778401804640937,6.2162219843709305,58.933187894261664,29.876913526563122,16.758150336316408,13.984044557060756,Low,0
Jan,Friday,12,Transplanting,-0.2632462097095939,0.0,0.07994587623497963,6.489182814388361,62.49072067067452,30.15045445873529,17.138007392315682,8.179632465287144,Low,0
Jan,Friday,13,Transplanting,-1.017845841774609,0.0,0.15215866733747663,6.68205611332048,58.068945308303384,28.622811344585738,13.561480749144446,10.52213788166107,Low,0
Jan,Friday,14,Transplanting,-0.7058345621083056,0.0,0.10348250474728861,6.616365889294667,61.69968407480055,28.71532661343827,17.348942454508297,5.505808827538455,Low,0
Jan,Friday,15,Transplanting,-0.5361627124195365,0.0,0.12993156515233648,6.434675683540319,58.90246448221875,29.580877832669785,14.9152292633858,11.26254411088626,Low,0
Jan,Friday,16,Transplanting,-0.7723804353075742,0.0,0.09880188073506976,6.569471226862737,62.70394194203105,30.20604383213142,15.303274712752119,12.483703133661182,Low,0
Jan,Friday,17,Transplanting,-1.3637813521052604,0.0,0.16482706606501096,6.769777862851668,60.98285000701552,26.804003058171403,10.0,14.916986297218301,Low,0
Jan,Friday,18,Transplanting,-1.1908714621170604,0.0,0.09932340851739127,6.698922409453104,64.45780547761282,26.537108324470417,11.587236105029636,6.523439865022104,Low,0
Jan,Friday,19,Transplanting,-1.3112293197653253,0.0,0.1689250292502138,6.766900079394098,62.04879621155791,23.771245545510542,11.74991690836768,8.269433528381771,Low,0
Jan,Friday,20,Transplanting,-1.0668659424517781,0.0,0.08327587954149249,6.9079665134439665,60.093693226470734,22.419191407431093,13.544035832789291,11.349925338022402,Low,0
Jan,Friday,21,Transplanting,-0.9437972550788986,0.0,0.10974827649995822,6.7005295076813,62.87102677435962,23.346747079114344,14.843053022961334,6.943612417146772,Low,0
Jan,Friday,22,Transplanting,-0.11684291605121855,0.0,0.16899985250673735,7.025678438511343,60.424249239586715,22.098238695866765,14.965750975122921,11.420113710461594,Low,0
Jan,Friday,23,Transplanting,-0.22235485115471018,0.0,0.12588609786734686,6.6070874669983715,61.041403149866525,21.822916073558293,15.357240840373757,12.547089696009497,Low,0
Jan,Saturday,0,Transplanting,-0.8088323770062233,0.0,0.19950130796319715,7.106898612901216,62.225087359335284,23.50945644329981,13.345166226201489,8.984280690117352,Low,0
Jan,Saturday,1,Transplanting,-0.7592730086183195,0.0,0.1105800842766694,6.976675259635604,57.36124545382018,22.411446256890876,17.474088891324513,12.518963425121179,Low,0
Jan,Saturday,2,Transplanting,-0.6865096129577937,0.0,0.1289964998536236,6.699700938420766,61.77805535903354,23.247964072468932,20.827865330654774,9.156972662462369,Low,0
Jan,Saturday,3,Transplanting,-0.10114895934069856,0.0,0.18668022452170863,6.733020619959022,61.21671591334548,21.82680088529225,14.34002533765262,15.626064672345759,Low,0
Jan,Saturday,4,Transplanting,0.17421386708066383,0.041666666666666664,0.0713680340910372,6.79720731598258,64.12072739130011,23.50033936716878,13.408995497699054,12.70411523115048,Low,0
Jan,Saturday,5,Transplanting,0.2007129344614812,0.08333333333333333,0.0676965722001832,6.88135224008254,61.82623832661303,22.59390181962769,13.344004528267382,10.587339927582418,Low,0
Jan,Saturday,6,Transplanting,0.7230660913523433,0.125,0.11023386608147931,6.968676238027446,66.083854894156,22.722830100971727,15.656403479591475,9.092146549250032,Low,0
Jan,Saturday,7,Transplanting,-0.02280950372743651,0.0,0.14846804413156642,6.507286511545377,63.48391203838892,24.260470920793853,13.822710671160987,13.160374233825621,Low,0
Jan,Saturday,8,Transplanting,-0.42210245149087766,0.0,0.06365520858338214,6.809614323060875,65.28768595018455,25.441689927343262,10.209014760750371,15.582338755256039,Low,0
Jan,Saturday,9,Transplanting,-0.9023523829698334,0.0,0.1408967169796707,6.321103852059603,61.34782334907565,27.36157216647389,11.029744382644985,10.258740226995354,Low,0
Jan,Saturday,10,Transplanting,-1.0839707941074856,0.0,0.13843473430711128,6.6564522175093215,59.3611844842191,28.275579669352748,18.460570418402334,11.08838833482022,Low,0
Jan,Saturday,11,Transplanting,-1.6960748494560862,0.0,0.1905036581620685,6.918948433781715,58.93564864965083,30.35038779333518,19.245382120370124,10.307148248229526,Low,0
Jan,Saturday,12,Transplanting,-1.3298397777990856,0.0,0.15659197239293304,6.407150710743675,57.61991173924873,30.011977563799658,20.199668763873923,16.076231427630365,Low,0
Jan,Saturday,13,Transplanting,-1.4133778891450184,0.0,0.13274175831242216,6.386970285247827,60.92016757546284,29.17779421776488,16.07891331633813,7.415898827581049,Low,0
Jan,Saturday,14,Transplanting,-2.058901150524245,0.0,0.16756965273035362,6.7197798532766875,59.738337731372354,28.830884309463162,12.427283476138566,15.401483057000563,Low,0
Jan,Saturday,15,Transplanting,-2.4193471416057184,0.0,0.13886163793902034,6.939216603230623,62.631958933531905,28.201376421363012,14.085951552528455,11.244504778882185,Low,0
Jan,Saturday,16,Transplanting,-2.1390258885471005,0.0,0.10389754808804794,6.734210754208547,57.12266588627815,29.124028465787394,10.925837095060455,12.008462200334394,Low,0
Jan,Saturday,17,Transplanting,-1.6667690074195325,0.0,0.07993879780328984,6.373043054074754,58.96416523484276,26.441714965771116,10.810324031374078,11.335913375707054,Low,0
Jan,Saturday,18,Transplanting,-0.7409257784528273,0.0,0.10007220387074217,6.4182448076475005,60.57026108283679,26.08613853361132,16.16578813168818,12.786502203705368,Low,0
Jan,Saturday,19,Transplanting,0.46967824141236925,0.041666666666666664,0.13033937042616012,6.766127951642641,65.05145518165213,24.264427085643643,17.017034648221056,10.363003112650567,Low,0
Jan,Saturday,20,Transplanting,0.3909389544700651,0.08333333333333333,0.13589911804898777,6.565387867665679,65.20163455968739,22.32323312407218,21.27512066717873,14.8334578414692,Low,0
Jan,Saturday,21,Transplanting,-0.30076621878155696,0.0,0.04526815406696344,6.79621767046243,62.67141138606724,22.725724162705895,15.150719271442012,14.934992606985261,Low,0
Jan,Saturday,22,Transplanting,-1.3996131078145615,0.0,0.1123153882776602,6.810254477942962,62.31358037499111,22.50164282967242,11.326495567583196,9.72897740055814,Low,0
Jan,Saturday,23,Transplanting,-1.2529125812091537,0.0,0.12100036193423057,6.7212354049949825,59.25905079758848,20.20721620577524,15.034238848734903,13.856167413835097,Low,0
Jan,Sunday,0,Transplanting,-1.755917201618408,0.0,0.1391638105707944,7.107414275800968,61.25814681189725,22.11609980732121,15.452622402659797,12.494182016083869,Low,0
Jan,Sunday,1,Transplanting,-1.9969063161515548,0.0,0.17693803088772228,6.878057859279411,59.78442054851843,22.715082507250745,14.82630496960466,13.514500391820233,Low,0
Jan,Sunday,2,Transplanting,-2.28087188035614,0.0,0.12649787374058444,6.975277964453891,58.00184764734737,23.687226248604,17.331248702424624,17.198293910044022,Low,0
Jan,Sunday,3,Transplanting,-2.3028463726044017,0.0,0.08816529933132987,6.922342225089902,57.343295424235144,23.724166093266,12.656582412681917,11.700331246795887,Low,0
Jan,Sunday,4,Transplanting,-1.7709104206887973,0.0,0.05636722157394848,6.766219565012047,64.10315050780963,21.284479589131795,16.692164298477884,15.701790266240636,Low,0
Jan,Sunday,5,Transplanting,-1.717569629842685,0.0,0.14404538353393337,6.74607119835067,57.7438155868934,22.09521976054978,18.254689797158438,14.528229614047426,Low,0
Jan,Sunday,6,Transplanting,-1.8120844472210076,0.0,0.08958194241829054,6.7420967711353175,59.74686368060641,21.1221081490336,20.55921331069589,12.900346318039466,Low,0
Jan,Sunday,7,Transplanting,-2.2896953367824064,0.0,0.15033929420064715,6.854532272473965,56.50429305123795,25.37107553173858,17.231127547107818,14.303925585488727,Low,0
Jan,Sunday,8,Transplanting,-2.9928989588532815,0.0,0.1689097053256899,6.595588944881175,59.88828399599473,26.656354879459304,19.42936135155783,14.00644647495889,Low,0
Jan,Sunday,9,Transplanting,-3.070672320307569,0.0,0.06595738319072891,7.008355098700816,57.90403908886024,27.643388724360406,14.968311879081716,10.48953338640494,Low,0
Jan,Sunday,10,Transplanting,-2.953069232221642,0.0,0.1393862395565637,6.5468056091076825,55.05593408498577,28.762527748752408,15.387129177762324,11.868607057617451,Low,0
Jan,Sunday,11,Transplanting,-2.0439778342785297,0.0,0.16524178436187706,6.690796675660981,59.61964318459399,30.68725582349893,20.343541123646926,10.772285704268974,Low,0
Jan,Sunday,12,Transplanting,-2.0117862917056257,0.0,0.15566637638480987,6.604113202032789,59.187104342459605,31.1434834532627,12.185246725108552,12.693869737944935,Low,0
Jan,Sunday,13,Transplanting,-1.6131744530053744,0.0,0.04662671970813406,6.561835667050552,58.59513178883762,31.301435757324896,15.09057909326322,16.74800490683721,Low,0
Jan,Sunday,14,Transplanting,-1.9491019378161294,0.0,0.09012217843222035,7.045425925664245,60.33848378369763,30.539767185280397,19.685338920177898,14.83798617073278,Low,0
Jan,Sunday,15,Transplanting,-2.5566894825765623,0.0,0.07519368229873519,6.593919693991635,58.142556024025076,29.30336830360802,15.666664855742468,9.803943972915992,Low,0
